row_ID,mz_rt,mz,rt,FreshJuice5_pos_73,FreshJuice3_pos_64,40TT_10M4_pos_26,FreshJuice4_pos_38,FreshJuice6_pos_45,FreshJuice1_pos_24,40TT_10M3_pos_46,FreshJuice2_pos_54,40TT_10M2_pos_16,40TT_10M5_pos_40,40TT_10M6_pos_72,QC6_pos_43,MEF1_pos_41,QC9_pos_67,MEF_SS6_pos_75,MEF4_pos_29,MEF_SS4_pos_68,MEF_SS3_pos_52,MEF_SS1_pos_56,MEF_SS2_pos_34,MEF3_pos_44,MEF5_pos_50,QC8_pos_59,MEF2_pos_60,QC10_pos_74,QC7_pos_51,QC2_pos_13,QC3_pos_20,QC11_pos_78,QC5_pos_35,QC1_pos_12,QC4_pos_28,QC12_pos_79
4394,102.055_3.1638,102.0549577,3.163805,8224.258,8943.808,7992.8545,6694.5767,10032.493,6841.1665,8076.736,6664.035,8607.058,6441.529,6316.0146,5353.846,1495.5636,6841.598,1859.0032,1137.76,1566.5919,1229.2604,2086.0715,1752.432,1195.1023,1324.2255,5673.1484,1420.6676,5089.5293,6150.408,6316.9526,5749.7534,5764.7285,8432.026,6093.011,5691.839,6168.8633
2928,102.0914_1.9157,102.0914067,1.915708,2268.6357,1563.9807,1991.3978,2102.14,1879.205,2964.111,1600.5262,1684.364,2155.2507,2024.7195,1763.6936,27272.46,93920,23352.504,92564.99,105413.75,93965.58,91905.87,73564.79,85074.59,110498.63,98761.35,23089.21,94171.89,27634.383,24752.033,21872.018,26667.822,18744.566,24350.88,23521.959,24790.543,29128.943
3184,102.1276_2.1675,102.1276452,2.1674533,76694.414,74099.086,72924.14,76612.79,74425.03,80501.11,81163.875,87684.29,78644.02,73954.84,80692.09,74744.97,66754,72211.91,67963.734,70852.69,66655.91,72833.38,61057.66,66242.82,70386.3,63612.93,81248.984,74920.13,72225.19,73751.336,84293.31,72187.266,73057.54,74703.805,71649.62,70777.82,74888.5
2196,103.039_1.1011,103.0390057,1.1011494,22339.404,19353.787,52204.965,14879.325,15823.637,13683.402,48989.69,16922.838,57792.39,51676.086,66107.28,46164.246,50306.316,51800.63,47946.63,52197.617,64742.613,51759.484,53527.66,46949.74,54781.02,55409.203,46029.2,69149.766,44952.043,54949.754,49597.023,48281.16,48359.09,48703.758,45970.918,34138.664,52264.145
1817,103.0391_0.8388,103.0391071,0.83881825,29182.936,29744.785,34346.312,33573.766,37045.68,37170.055,29746.762,31942.834,36289.516,29818.922,30567.96,35042.93,37538.895,31565.744,36017.117,34940.555,33841.137,34107.625,34006.17,36416.312,33898.113,34609.453,34466.97,42906.094,32835.785,28612.377,36294.34,35468.99,31407.975,41472.28,34477.9,39082.48,32383.97
2646,103.0542_1.6945,103.0541525,1.6945299,35390.035,29875.33,26172.348,26221.285,30575.092,19489.316,36946.28,34634.234,22023.254,31304.814,30927.223,23406.11,2052.7349,28033.24,6845.853,7824.6416,7860.559,6777.06,4579.3203,6323.1636,9990.473,9506.768,29760.406,7149.041,29663.38,25974.646,15752.159,19472.959,32625.098,19708.367,18973.111,19256.596,27432.5
1064,104.0528_0.5517,104.0528248,0.55174404,71187.375,71271.664,58741.79,70998.6,70591.33,69594.75,63213.63,70166.27,57756.508,62504.8,66376.164,45526.28,NA,48228.8,NA,3449.9307,NA,NA,NA,NA,2370.4805,5472.9546,51453.06,2083.2458,50329.867,53529.98,47514.984,50369.316,51827.71,46885.6,49911.285,47497.664,47573.734
206,104.0698_0.3039,104.0698058,0.30389446,203770.64,189551.53,211481.66,214295.62,202248.36,217012.67,198784,205105.39,212319.88,205255.25,209942.56,200445.97,234321.1,225308.72,230957.33,232418.27,233318.89,223118.95,234061.48,220223.39,232082.27,216978.44,215101.97,230481.39,220683.06,210130.75,210853.03,210100.84,199941.69,207413.45,214652.97,220837.77,215826.2
847,104.0706_0.4179,104.070585,0.41788122,16309.223,13733.797,25106.436,15491.205,13683.253,20104.936,28257.574,18311.75,25665.459,27231.092,22031.38,16212.967,16802.514,16766.707,16347.431,22045.473,16110.155,19036.803,18552.078,26486.969,16997.797,22933.945,16152.771,17956.04,18500.57,18182.209,18700.572,21739.436,24353.736,19074.44,22023.46,16886.271,20862.055
5888,104.107_5.7303,104.1069559,5.7303143,9762.405,8743.467,14073.038,7260.0225,6164.3936,7737.639,13546.996,10637.487,11146.2705,12966.8125,14017.1455,9270.111,6751.4478,11759.304,10805.418,9724.528,10365.575,12836.629,10639.927,12070.49,10966.171,11486.561,9090.982,11131.553,11825.93,13063.622,11764.345,11202.625,11849.253,10463.857,7766.79,12779.174,13495.756
1290,104.107_0.6861,104.1069997,0.6861082,12902.914,13055.349,9860.45,9576.855,14442.495,12049.008,13577.477,12916.949,14073.136,11472.898,12452.107,14090.423,8510.252,12932.845,7022.3423,8166.047,8490.815,9849.075,8144.731,7020.3857,9059.267,9493.405,9835.45,10188.025,10146.067,11704.061,10373.586,9739.134,14855.848,10208.67,10463.934,11814.988,11601.28
1760,104.107_0.7575,104.1070432,0.7575077,9282.055,11694.128,8116.347,9891.359,9081.84,8890.335,10116.885,11424.51,10192.964,8968.843,8966.447,8970.356,7408.3213,11445.713,5999.461,6162.1157,6603.364,9015.806,5765.8096,6016.415,6734.187,7433.446,8172.5986,6305.689,7117.0835,9366.153,8373.952,6729.307,9917.715,9169.701,8826.32,9503.188,9885.756
2792,105.0182_1.809,105.018222,1.8090469,29923.018,26293.564,24852.521,29248.936,29345.785,27599.627,25992.537,27236.578,25892.371,27372.53,26055.49,27900.879,24979.787,27550.164,26424.516,24716.102,25996.287,27854.588,23611.814,24965.828,24943.654,22756.498,27790.053,26061.676,30451.766,27825.71,25525.57,21073.578,27149.818,23507.03,22074.908,21631.223,28522.814
5249,105.0698_4.8401,105.0698459,4.8400626,1183.9689,1188.9688,3953.8416,1415.2485,NA,NA,5400.5996,NA,7062.629,3829.2844,4755.263,32104.482,3081.6143,36900.71,2063.2878,4147.5327,2703.097,2487.1956,3345.1125,3587.5854,2475.5273,3295.8826,33926.18,3630.6816,38332.555,42322.49,36941.043,34693.47,37914.06,40616.38,32712.67,37342.695,34853.797
4415,107.0491_3.177,107.049116,3.1769662,28465.002,27635.014,19435.258,25547.66,24333.959,25243.168,26877.994,25855.484,23003.67,21665.244,23689.797,19159.838,5780.5703,22059.959,8220.48,14775.989,11272.667,9066.968,7055.546,10426.481,13650.942,15755.319,21409.834,14756.572,24519.545,22989.117,18780.934,21354.105,23538.443,17239.785,18772.594,21004.486,23421.932
3912,107.0703_2.7264,107.0702621,2.7264414,8896.634,8628.487,8076.091,7285.032,7559.0557,9962.793,8242.298,9686.344,9719.165,8318.037,9609.604,8434.519,5918.0327,7206.756,7900.9546,6452.344,6455.2715,7818.568,6761.1294,7771.6924,8018.3555,10490.525,6434.12,8523.613,11205.426,8860.255,8854.92,10693.331,7656.026,7301.5566,8296.311,6550.6245,8093.8677
2966,109.1011_1.9873,109.1011402,1.98731,27359.441,26820.541,27521.453,26437.94,25393.521,29036.186,26522.27,31152.568,26844.934,24584.441,27417.701,24271.352,20426.47,26612.572,22369.66,24509.45,30874.229,20684.324,21847.29,24080.463,26436.695,23918.55,24595.43,26724.506,23335.31,25337.31,28318.562,29609.578,31160.553,26118.19,26300.479,27759.074,27366.826
2289,110.0106_1.4371,110.010554,1.437129,29616.37,31388.877,26845.125,28384.312,26970.453,28555.104,29365.822,28988.39,24949.414,26676.062,27730.135,29078.393,27691.059,27364.447,28226.102,28333.883,31872.217,29757.77,26270.635,29164.5,25088.63,27959.096,26738.732,26427.316,27832.494,28908.09,26548.322,31495.514,27596.68,29030.115,26148.227,27389.459,28038.145
1447,110.0117_0.751,110.0117342,0.75095445,22703.125,25486.498,18208.287,22903.535,23012.654,20680.346,19683.803,23930.84,19582.166,22506.508,24892.99,21480.275,23568.059,25194.373,21455.373,20067.36,20545.709,20525.03,22621.549,19127.186,21359.584,22507.865,23662.445,24253.145,21035.004,24782.752,20970.756,19885.152,22492.69,21659.742,19838.174,21916.176,21211.623
2343,110.0197_1.4901,110.0196516,1.4900925,2225.303,1989.4188,1831.68,1896.2811,2456.883,1843.042,1898.3048,2019,2052.1877,2008.4944,2162.3376,1878,1552.1267,1891.7546,2110.5103,1986.3302,2101.8098,2007.3971,2219.7542,2336.3127,1781.2224,2278.0054,2303.601,2259.457,2377.0413,1875.0667,1753.3036,2524.2346,1821.0704,2257.3748,1716.464,1747.4293,1827.1683
6639,111.0077_7.0346,111.0077111,7.0346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3972.3337,11659.703,3941.754,11761.013,7544.5894,12183.485,16566.053,18600.018,14456.808,9914.049,9710.839,5931.3594,13290.367,5284.326,5097.1006,3448.3926,3565.8054,4462.8887,4407.1934,2641.9219,4376.0703,4275.2466
1187,111.0078_0.6305,111.0077689,0.630533,273611.34,273213.8,247083.69,264926.03,279552.78,270373.47,283012.34,266933.8,262830.4,254659.62,269024.53,258330.16,258300.05,259835.1,252376.45,251095.47,251773.16,254771.48,255741.31,250976.64,259470.58,252746.03,266369.22,265393.22,274950.44,265323.4,253176.3,259583.42,259881.47,265815.94,253233.16,256494.05,268805.8
1046,111.0152_0.6292,111.0151704,0.62924427,20375.564,21637.6,18688.086,20446.336,22015.787,21253.285,20905.352,19892.734,19991.445,20072.78,20590.043,19031.64,19308.916,19232.979,18335.604,20768.314,20944.455,18497.502,17338.02,15612.395,19848.469,18056.893,19987.271,19446.424,19242.783,20088.33,20402.762,19543.646,18318.967,19967.121,18920.002,19224.037,18975.596
4116,111.1168_2.9279,111.1168072,2.9278903,15146.889,14542.524,13025.89,16539.799,15205.39,15232.448,12592.006,13420.425,15344.481,13691.333,17012.682,18360.52,14249.499,12570.213,14496.43,14839.776,14505.169,16096.061,15743.242,14909.917,16642.732,15390.617,15013.218,16337.555,13826.307,14324.122,15630.994,13056.483,15340.287,13613.313,16423.793,14589.448,19403.096
4550,111.1169_3.3614,111.1168505,3.3614445,73034.34,72816.984,71307.22,70646.086,69472.3,72979.53,76090.945,76615.14,71506.21,70550.01,79886.14,70328.77,64294.816,70761.266,63282.184,62728.523,63798.08,67233.98,50552.977,59399.625,65978.28,65275.668,71713.65,61062.53,70692.51,69533.914,69078.57,77310.625,69058.15,72139.04,68199.11,71399.04,72627.03
1154,112.0111_0.6287,112.0110732,0.62870216,18682.635,16318.532,16660.06,18056.436,18407.152,17523.682,16526.139,17810.795,16966.729,17562.316,19155.273,18219.785,15775.715,18589.27,19655.928,16562.328,16306.856,18295.182,15100.719,15091.194,16834.414,18924.377,16983.547,20089.076,15252.948,18505.615,16103.23,16107.813,18201.408,19121.691,14007.13,16775.62,17123.771
368,112.0498_0.3223,112.0498301,0.3222665,9402.802,8326.938,26155.22,8255.167,9169.617,7542.257,25878.205,9032.846,29133.375,29483.01,22531.037,16174.467,3444.3494,19279.955,3930.3237,6493.5146,3539.1492,4523.684,3848.7983,3822.065,5365.9004,7930.9795,18466.012,5968.6436,17880.273,16862.49,19408.973,18989.215,17889.346,17178.365,15482.685,16853.701,19768.291
1013,112.0505_0.5372,112.0505432,0.53724295,61564.992,50461.65,106877.97,58203.39,53766.223,47274.117,120788.414,49853.973,114912.805,125114.43,124495.766,74596.4,11942.583,78580.66,15934.413,29760.775,15661.094,16934.848,20148.227,18167.998,24107.252,33510.4,73527.92,23524.041,84350.51,89687.99,72048.36,73083.45,83057.89,72466.83,76593.66,76036.75,82092.055
1005,112.0581_0.537,112.058089,0.537019,4262.183,4065.656,8178.009,3709.0366,4110.5503,4251.482,8984.887,5327.421,9276.576,9553.2705,9515.236,5761.8315,1384.3705,6287.0117,1248.332,2434.0698,1182.0494,1237.2054,1601.1588,2232.6123,1677.3573,3056.5977,5840.056,1796.456,5756.8643,6986.6094,6850.496,6442.9463,6061.93,6080.1567,6737.9937,6349.672,6121.344
2830,112.0757_1.8332,112.0756956,1.8331839,12052.221,12596.853,11227.389,12347.063,13172.091,13638.451,12979.989,12824.241,15925.972,13168.6,12878.033,12085.623,10360.741,11811.857,13154.695,12770.146,14781.516,14166.25,12408.156,12794.526,12060.77,11842.309,12805.046,12561.175,12372.672,12015.64,12506.352,11328.648,10434.258,12003.559,11528.622,13139.309,12223.752
2125,113.0234_1.1005,113.023359,1.1005316,4545.126,4279.8125,10308.776,5369.074,4630.0347,5071.277,8739.778,4572.2524,10495.676,10125.909,10088.634,8517.18,7040.6353,10720.01,11638.451,9674.251,11468.69,12927.856,8577.997,9225.118,8967.79,8388.004,8910.075,13065.333,9085.741,10762.681,9785.983,9013.058,9940.757,9214.162,9488.693,6955.162,11460.917
1649,113.0347_0.7843,113.0347024,0.78433543,9856.509,9192.456,30507.479,10259.237,12823.23,9099.913,30033.062,8480.468,30963.828,31518.037,28575.502,26213.197,10626.096,21411.994,11469.229,13325.368,12611.09,13169.94,13636.907,13112.225,15037.631,16082.1455,19537.965,14316.047,20769.781,22368.086,23289.084,23645.406,21685.049,28467.057,24400.725,23682.148,22561.643
2483,113.5049_1.6133,113.50486,1.6132714,8066.5347,8046.8125,6637.1973,7994.6255,6069.5273,7184.688,7992.3774,6159.54,6575.085,7810.3613,7258.4673,5632.9175,7026.4287,7295.4204,6198.626,8067.54,8233.247,5424.7573,7867.108,4925.0225,7012.1016,6742.827,5787.83,7084.6636,6282.0845,8025.3633,7064.9453,7897.4844,8717.631,8176.9233,6719.4854,7808.8594,6961.8506
4546,113.5595_3.3614,113.5594555,3.3614289999999998,11497.018,10304.066,10050.049,12126.099,9810.946,10999.619,11616.7295,13383.145,10349.384,8124.628,13258.257,10823.673,9292.216,13881.026,8143.027,9714.139,11096.299,7387.807,10019.003,9161.812,9983.393,9639.456,12406.237,7869.699,12538.426,10424.156,9910.529,11572.965,8301.229,8201.111,11262.483,7821.626,12972.688
789,114.0549_0.4569,114.054944,0.45690736,3906.7422,3388.6836,6185.8687,4626.54,3505.4727,3434.0928,5243.594,3853.6458,5694.817,6159.2896,4536.4463,5278.533,13047.9795,6198.809,11582.789,14284.834,16297.331,13268.333,14325.055,13790.075,11595.865,14012.624,5882.9297,12733.584,5990.4077,5582.2773,7588.9375,5458.613,6978.315,6019.863,8034.8716,5915.645,7604.69
2093,114.5127_1.1011,114.5127193,1.1011417,6022.827,3970.5542,12596.667,5417.383,4327.562,5729.873,13130.306,4661.8857,12183.221,12460.376,14648.974,9984.243,9095.792,9192.687,9607.128,9520.566,9130.826,12676.894,11010.238,15453.183,10171.255,11852.571,13709.426,12466.525,10667.228,10270.614,10287.847,14089.39,10922.639,13357.387,11332.168,9003.302,12504.264
1775,114.5129_0.8379,114.5128616,0.8379367,10911.324,12519.358,16046.298,13493.025,12810.535,14743.919,12516.4375,12243.026,14160.218,14606.615,13108.771,15188.43,14594.183,11722.834,13531.958,13867.1,12714.532,15298.796,14930.644,16061.63,13928.735,15187.221,13822.207,14188.029,12736.828,13114.003,14653.585,14152.47,13851.127,14330.094,14956.367,15508.384,11342.999
2879,115.0576_1.8692,115.057611,1.8692385,22358.799,22694.764,12271.626,22725.496,20141.973,22848.861,12246.501,20653.086,11503.377,13692.074,14558.905,13961,NA,11644.961,NA,NA,NA,NA,NA,NA,NA,NA,9935.037,NA,13057.129,11353.822,12030.279,11806.206,11956.677,12874.069,10794.883,10838.411,9832.159
2679,115.0865_1.7063,115.0865282,1.7062749,1454.471,1397.8448,1151.1235,NA,NA,NA,1151.4651,1211.6165,NA,NA,1119.5996,2683.1177,11351.851,2440.7412,8065.4526,10874.031,7983.638,8047.817,9714.8,9949.833,9091.143,11519.575,2898.7397,11237.075,3106.4841,2512.2737,2500.4507,3219.8376,3409.5193,2258.4258,2299.333,2864.672,2847.0835
1030,116.0342_0.5995,116.0342324,0.5995301,11763.625,14300.721,12317.115,12991.641,15080.581,11609.916,11708.56,13631.412,13250.756,11616.557,13841.431,12562.297,9701.544,13773.959,10601.918,11274.74,13548.208,11050,10326.3125,10003.199,12248.047,11360.342,10833.104,11262.902,10892.143,13142.785,9996.347,10477.696,12122.623,11196.634,11085.338,11601.821,13635.745
383,116.0704_0.326,116.0704,0.32598636,1738153.8,1764936.1,2723412.2,1853286.2,1859499.2,1852074,2391004,1719652.5,3170428.2,3109565.5,3121099.2,2146601.5,3116822.8,2691879.5,2356227.2,2582848.5,2408810.2,2765082.5,2584797.2,2335179.2,2032576.6,3108685.8,2686862.5,2218188.8,2534963,2514824,2398680.5,2347604.2,2434335,2420063,2511867.2,2653415.2,1458795.1
1990,116.0706_0.9399,116.0706026,0.93988645,34465.85,35698.69,21837.572,27106.902,28269.348,28706.225,24515.4,27643.121,28969.488,23324.326,30824.26,23541.182,21707.004,29104.479,24296.703,20502.715,26012.227,26532.332,19782.908,19543.74,21845.475,25803.09,28133.102,22097.455,24959,26934.92,20132.31,22034.42,27933.201,29113.059,22091.494,22455.697,26532.277
2160,116.0706_1.0809,116.0706428,1.0808718,36469.17,35698.69,25165.455,29725.229,30295.703,35310.008,28270.447,27643.121,24732.215,27155.709,30047.934,28525.898,23866.305,28161.736,22814.54,26216.688,27232.764,30719.025,25379.213,28859.701,25324.166,28214.828,29124.787,27149.031,24500.81,26701.068,24616.166,26545.635,27975.8,29113.059,28179.715,22911.979,26466.22
1276,116.0707_0.5761,116.0706938,0.57606566,151255.08,181701.44,196692.78,210672.08,204855.2,204331.98,201071.17,199487.84,199225.52,219338.97,189449.27,184707.02,183892.84,148936.17,197145.3,185137.9,163201.84,176992.73,167829.62,162147.84,130789.39,165729.6,190705.25,185404.95,202744.83,176856.44,182772.06,178302.03,156714.39,175254.8,169775.38,176670.84,146889.89
1132,116.0707_0.4839,116.0706847,0.48386872,286286.62,228020.14,234832.11,267739.4,234074.58,264424.06,239004.62,285312.72,304081.94,354674.9,219947.8,233813.95,286672.12,203019.2,224182.42,326008.6,312316.75,202981.2,189922.48,209742.84,225954.5,327974.12,199648.84,307136.38,307663.97,342543.53,297056.72,178302.03,197032.78,309999.12,332621.16,294308.53,207154.75
1564,116.0707_0.6633,116.0707184,0.66329914,151255.08,109667.59,135179.53,148660.06,146923.52,145781.62,137281.16,148976.14,127140.85,146885.16,145002.05,140116.31,123100.3,148936.17,123013.516,126463.336,147853.02,143471.28,143446.42,121791.46,103740.24,141817.44,145691.8,146960.6,116587.36,148888.4,121546.375,127001.03,134291.05,139210.8,121132.77,124809.47,146889.89
1755,116.0707_0.7521,116.0707445,0.7521147,97458.45,113692.31,92766.734,110512.79,97577.64,90454.53,64330.082,107702.56,96812.7,97385.3,71309.44,93998.77,83004.516,111758.66,87336.37,94154.87,103906.44,100308.93,92789.42,93455.51,94339.07,107281.836,97994.34,43385.562,97516.83,105784.04,90695.93,95638.29,44187.8,75748.516,32388.426,93641.375,97718.73
461,116.0775_0.3367,116.0775387,0.33668965,67441.89,55703.47,68525.445,44666.676,68438.18,59817.707,63511.28,54212.24,56231.414,49850.918,66628.9,72094.24,64528.527,49194.336,63886.793,49528.773,70546.195,54628.426,57655.816,65566.32,51364.117,71017.5,63919.7,60052.977,58662.94,68246.88,69351.586,71638.47,68959.77,70423.29,68598.88,48438.945,57165.156
1006,116.0783_0.454,116.0782614,0.4540404,21776.23,21481.047,22789.209,22599.045,18710.17,19259.547,17668.238,19983.703,23626.338,22896.91,16105.497,16310.762,19863.94,15598.468,15592.705,21948.959,15163.538,22963.139,20469.686,21952.54,21841.424,19775.383,20656.133,23719.809,23016.629,23414.172,19180.574,20548.691,23060.934,20247.645,25234.41,18551.166,21471.537
1110,116.0783_0.546,116.078306,0.5460433,16131.697,14233.368,16931.56,18213.01,16371.373,16466.785,16490.334,15443.052,17425.049,12970.305,16105.497,15895.161,17251.564,15598.468,15971.943,16264.227,15163.538,15286.443,14556.163,14889.025,17085.357,15103.28,15893.184,15543.872,19616.299,14637.073,16130.159,16031.68,14089.885,16693.436,17401.658,15681.769,15214.515
1244,116.0783_0.598,116.0783498,0.59804463,13097.47,13070.759,10084.519,15028.679,12886.274,13199.654,16000.843,13951.086,13096.422,14141.994,12765.152,11464.285,11083.519,12045.975,12829.054,12752.189,13186.121,13782.776,12943.499,13745.771,13139.508,11579.874,15634.725,14478.219,13007.41,13811.617,12562.86,12419.123,12775.121,13668.171,11195.259,12719.768,11558.77
1366,116.0784_0.6569,116.0783854,0.6569033,12546.202,11457.255,10567.867,11587.021,9407.625,10344.449,9843.368,11847.927,9509.293,12576.189,12485.35,11464.285,11083.519,12221.327,8255.821,12106.45,13186.121,11962.718,10517.101,9509.561,11640.946,11579.874,11022.308,10861.984,10830.533,13811.617,10156.604,10293.085,11226.313,11710.449,10273.787,10095.378,11558.77
374,116.0948_0.3257,116.0947741,0.3257047,68438.7,69011.195,101019.734,70995.81,50685.33,NA,47139.47,69105.41,115699.336,108013.42,54237.383,82743.52,103271.05,70819.74,92199.09,101149.59,84219.625,95491.18,79144.05,90155.1,73085.85,94700.97,73575.56,85321.07,95544.94,95391.54,92590.42,91855.52,86076.34,91482.76,71673.945,70447.29,54150.258
565,117.074_0.3306,117.0739631,0.33057123,62802.312,66872.83,148564.75,45610.75,114060.32,115192.29,151381.97,61867.63,124680.73,120752.19,140473.22,143474.72,149366.88,145026.88,125495.516,146613.23,143935.47,150150.56,147328.28,143615.81,152273.19,149153.11,148446.84,160071.2,123980.445,146730.38,136720.45,74502.86,147197.12,148594.94,146603.05,153570.78,140979.52
1181,117.074_0.5587,117.0740189,0.55873007,10350.757,12457.655,11178.093,17458.945,14448.337,15725.931,14873.556,13238.328,14534.939,17674.36,14938.813,14086.3545,13573.866,12922.529,17068.26,14731.14,11797.02,11592.928,10649.981,13521.341,10547.989,12123.101,13426.961,12749.501,17777.63,14485.355,10864.248,14712.195,12211.913,14349.938,9111.028,12223.92,15820.897
1258,117.074_0.6174,117.0740295,0.6173605,11529.425,10336.479,11178.093,10686.104,11621.907,12456.914,10329.048,9081.075,10766.389,10087.781,14306.619,11443.42,9838.321,10494.493,9236.917,9316.711,10734.623,10510.257,10649.981,10575.232,9664.207,12123.101,12573.001,11897.196,11998.109,11825.137,9478.787,10916.343,10185.032,9989.7705,9111.028,10917.197,10691.5205
1056,117.074_0.5076,117.0740319,0.507643,14574.533,18086.934,15006.043,18351.994,14628.424,17470.838,14945.502,15510.519,17865.074,17848.93,14938.813,15880.738,15682.651,13095.003,17068.26,17354.24,15866.622,14327.355,13086.685,19600.443,14476.668,16663.162,13426.961,13190.286,17777.63,14485.355,14701.121,17261.74,14694.643,14349.938,19169.934,16278.784,15820.897
1406,117.074_0.6689,117.0740483,0.66890436,10350.757,10336.479,10370.676,9017.347,9244.509,9792.591,9248.802,9081.075,10525.2705,10087.781,10326.113,11443.42,8706.118,10494.493,8742.287,8022.86,9747.424,9490.671,8623.708,7277.8545,7841.059,9377.16,11085.849,9478.706,8954.421,10389.372,8941.976,8465,10185.032,8516.147,9111.028,8669.889,10183.895
394,117.0812_0.3276,117.08116,0.32755148,9224.233,8295.438,11019.072,7202.098,8691.603,9812.387,10870.11,7634.9365,12385.366,13025.555,10700.932,9818.589,11957.639,10824.25,11134.019,9970.511,12507.447,13220.001,11823.371,11939.232,12210.49,12889.843,10937.016,14266.429,11829.325,11069.689,10741.606,12022.39,11692.828,11867.508,11992.6455,13395.1045,8237.881
